metric,value
dist_std_base,0.31732916831970215
dist_std_reg0,0.31732916831970215
dist_std_reg1,0.31732916831970215
rel_pre_mean,0.22102580964565277
rel_pre_std,0.6667754650115967
rel_post_mean,0.1226733922958374
rel_post_std,0.578630805015564
retained_high_mean,0.10267601162195206
retained_low_mean,0.8696916699409485
retained_gap,0.7670156583189964
pre_correct_rate,0.31699803976477176
post_correct_rate,0.64875
directional_align_overall,0.45034332607603417
switch_window,100
switch_pre_correct_rate,0.79
switch_post_correct_rate,0.99
switch_band_correct_rate,0.89
switch_margin_pre,0.5827485918998718
switch_margin_post,0.7509610652923584
switch_margin_pre_signed,0.5827485918998718
switch_margin_post_signed,0.7509610652923584
switch_margin_pre_abs,0.5827485918998718
switch_margin_post_abs,0.7509610652923584
corr_lambda_regime,0.07597986831284266
corr_gate_regime,-0.07597986831284266
corr_retained_regime,-0.07597987480115535
auc_switch_lambda,0.4264764771772613
auc_switch_gate,0.4264764771772613
auc_switch_rel,0.4264764771772613
retained_gap_switch,-0.7012617439031601
retained_gap_switch_signed,-0.7012617439031601
retained_gap_switch_abs,0.7012617439031601
peak_delay_lambda,20.0
peak_delay_gate,20.0
peak_delay_rel,20.0
peak_delay_min,20.0
corr_time_lambda_switch,-0.7719252793213294
corr_time_gate_switch,0.7719252793213288
corr_time_retained_switch,0.771925278552374
directional_align_abs_thr,0.58
switch_band_abs_thr,0.6
switch_margin_abs_thr,0.0
peak_delay_abs_thr,50.0
retained_gap_switch_abs_thr,0.1
switch_margin_pass,True
peak_delay_pass,True
retained_gap_switch_pass,True
switch_band_pass,True
directional_align_pass,False
abs_pass_all,False
pass_core_checks_v2,False
pass_core_checks_v3_abs,False
pass_core_checks_v3,False
