metric,value
dist_std_base,0.31732916831970215
dist_std_reg0,0.31732916831970215
dist_std_reg1,0.31732916831970215
rel_pre_mean,0.24716664850711823
rel_pre_std,0.6002143025398254
rel_post_mean,0.08377795666456223
rel_post_std,0.670904278755188
retained_high_mean,0.10267602652311325
retained_low_mean,0.8696916699409485
retained_gap,0.7670156434178352
pre_correct_rate,0.2800336040324839
post_correct_rate,0.59375
directional_align_overall,0.4061296265282197
switch_window,100
switch_pre_correct_rate,0.5
switch_post_correct_rate,0.34
switch_band_correct_rate,0.42
switch_margin_pre,0.1614183634519577
switch_margin_post,-0.28015807271003723
switch_margin_pre_signed,0.1614183634519577
switch_margin_post_signed,-0.28015807271003723
switch_margin_pre_abs,0.1614183634519577
switch_margin_post_abs,0.28015807271003723
corr_lambda_regime,0.12622212106833974
corr_gate_regime,-0.12622212106833974
corr_retained_regime,-0.12622211943229705
auc_switch_lambda,0.4382742929151498
auc_switch_gate,0.4382742929151498
auc_switch_rel,0.4382742929151498
retained_gap_switch,0.06243312358856201
retained_gap_switch_signed,0.06243312358856201
retained_gap_switch_abs,0.06243312358856201
peak_delay_lambda,29.0
peak_delay_gate,29.0
peak_delay_rel,29.0
peak_delay_min,29.0
corr_time_lambda_switch,-0.04326896830787003
corr_time_gate_switch,0.04326896830787003
corr_time_retained_switch,0.04326897304420563
directional_align_abs_thr,0.58
switch_band_abs_thr,0.6
switch_margin_abs_thr,0.0
peak_delay_abs_thr,50.0
retained_gap_switch_abs_thr,0.1
switch_margin_pass,True
peak_delay_pass,True
retained_gap_switch_pass,False
switch_band_pass,False
directional_align_pass,False
abs_pass_all,False
pass_core_checks_v2,False
pass_core_checks_v3_abs,False
pass_core_checks_v3,False
